input_doi,matched_doi,confidence,matched_doi_type,matched_in_openalex
10.48550/arxiv.2307.02664,10.1098/rsos.231939,1,journal-article,TRUE
10.48550/arxiv.1903.04202,10.1109/cvpr.2019.01000,1,proceedings-article,TRUE
10.48550/arxiv.1910.00192,10.18653/v1/d19-6218,1,proceedings-article,TRUE
10.48550/arxiv.1112.1933,10.46298/dmtcs.2973,1,journal-article,TRUE
10.48550/arxiv.0910.3762,10.1016/j.physletb.2009.04.033,0.8746,journal-article,FALSE
10.48550/arxiv.1107.5479,10.3846/13926292.2012.706655,0.9189,journal-article,FALSE
10.48550/arxiv.2011.03080,10.18653/v1/2020.emnlp-main.438,1,proceedings-article,TRUE
10.48550/arxiv.1411.4423,10.1109/iccv.2015.321,0.9167,proceedings-article,TRUE
10.48550/arxiv.2304.08298,10.1109/icassp49357.2023.10096599,1,proceedings-article,TRUE
10.48550/arxiv.1307.6779,10.1109/itw.2013.6691281,0.9279,proceedings-article,FALSE
10.48550/arxiv.2011.06917,10.1214/22-aoas1613,0.9875,journal-article,TRUE
10.48550/arxiv.2411.10472,10.1109/icoici62503.2024.10696135,1,proceedings-article,FALSE
10.48550/arxiv.2311.16938,10.1140/epjc/s10052-025-14111-2,1,journal-article,FALSE
10.48550/arxiv.1706.03278,10.1111/rssc.12291,0.9432,journal-article,TRUE
10.48550/arxiv.1905.06402,10.1609/socs.v10i1.18476,1,journal-article,TRUE
10.48550/arxiv.2112.01924,10.1109/tip.2022.3232943,1,journal-article,TRUE
10.48550/arxiv.2403.06319,10.1007/978-3-031-70879-4_10,1,book-chapter,FALSE
10.48550/arxiv.2207.07026,10.3847/1538-4357/ac6174,0.9021,journal-article,FALSE
10.48550/arxiv.2203.11395,10.1016/j.apm.2023.06.008,1,journal-article,TRUE
10.48550/arxiv.1207.5764,10.1080/17476933.2014.976816,0.9917,journal-article,TRUE
10.48550/arxiv.2011.02466,10.1109/focs46700.2020.00057,1,proceedings-article,TRUE
10.48550/arxiv.2404.18872,10.1007/jhep09(2024)154,1,journal-article,FALSE
10.48550/arxiv.2004.02015,10.18653/v1/2020.acl-main.494,1,proceedings-article,TRUE
10.48550/arxiv.1112.2584,10.1007/978-3-642-29931-5_6,1,book-chapter,TRUE
10.48550/arxiv.1211.4497,10.22323/1.164.0151,0.9714,proceedings-article,FALSE
10.48550/arxiv.2003.04444,10.1007/978-3-030-59837-2_4,1,book-chapter,TRUE
10.48550/arxiv.2403.00639,10.1093/jrsssa/qnae142,1,journal-article,TRUE
10.48550/arxiv.2102.02174,10.1093/ptep/ptab068,0.9367,journal-article,FALSE
10.48550/arxiv.1811.05355,10.1109/jstsp.2020.3005030,0.9833,journal-article,TRUE
10.48550/arxiv.1805.10769,10.1016/j.acha.2019.06.004,1,journal-article,TRUE
10.48550/arxiv.2312.01499,10.1109/tmc.2024.3399766,0.9389,journal-article,FALSE
10.48550/arxiv.2303.15544,10.1109/twc.2023.3310353,1,journal-article,TRUE
10.48550/arxiv.1806.01119,10.1007/978-3-319-94667-2_13,1,book-chapter,TRUE
10.48550/arxiv.2211.02443,10.1016/j.engappai.2023.107576,1,journal-article,TRUE
10.48550/arxiv.0709.1721,10.1073/pnas.0705418104,0.8745,journal-article,FALSE
10.48550/arxiv.2503.15691,10.1016/j.metrad.2025.100151,0.9792,journal-article,FALSE
10.48550/arxiv.2401.02269,10.1103/physreva.109.053313,0.8701,journal-article,FALSE
10.48550/arxiv.0909.4745,10.4310/ajm.2010.v14.n3.a2,1,journal-article,TRUE
10.48550/arxiv.2401.04634,10.1016/j.icarus.2024.115957,1,journal-article,TRUE
10.48550/arxiv.2406.19616,10.1117/12.3019204,1,proceedings-article,TRUE
10.48550/arxiv.2310.17105,10.4171/ggd/856,1,journal-article,TRUE
10.48550/arxiv.1709.09029,10.1109/icsme.2017.9,1,proceedings-article,TRUE
10.48550/arxiv.2209.01744,10.1016/j.jisa.2023.103439,1,journal-article,TRUE
10.48550/arxiv.1411.4693,10.1112/plms.12033,0.8907,journal-article,TRUE
10.48550/arxiv.1211.0981,10.12988/ija.2015.5847,0.9875,journal-article,TRUE
10.48550/arxiv.2007.05753,10.1109/vtc2020-fall49728.2020.9348582,1,proceedings-article,TRUE
10.48550/arxiv.2008.05704,10.1007/978-981-96-0447-0_6,0.875,book-chapter,FALSE
10.48550/arxiv.1710.06471,10.1109/allerton.2017.8262778,1,proceedings-article,FALSE
10.48550/arxiv.1805.12174,10.1109/cvpr.2019.00809,1,proceedings-article,TRUE
10.48550/arxiv.1811.10447,10.1016/j.jfa.2019.05.025,1,journal-article,TRUE
10.48550/arxiv.2110.02755,10.1002/asmb.2684,1,journal-article,TRUE
10.48550/arxiv.atom-ph/9607006,10.1103/physreva.54.5104,1,journal-article,TRUE
10.48550/arxiv.2402.03274,10.1145/3661814.3662122,1,proceedings-article,TRUE
10.48550/arxiv.2012.00328,10.1109/cvprw53098.2021.00271,1,proceedings-article,TRUE
10.48550/arxiv.1305.0840,10.1016/j.jalgebra.2013.03.006,1,journal-article,TRUE
10.48550/arxiv.2102.11171,10.1016/j.hcc.2021.100005,1,journal-article,TRUE
10.48550/arxiv.2205.07447,10.1002/jgt.23009,0.9016,journal-article,FALSE
10.48550/arxiv.2010.02722,10.1007/978-981-16-8422-7_2,1,book-chapter,TRUE
10.48550/arxiv.2012.13148,10.26599/tst.2024.9010095,0.875,journal-article,FALSE
10.48550/arxiv.0810.2139,10.4310/sdg.2009.v14.n1.a4,1,journal-article,TRUE
10.48550/arxiv.0912.0850,10.1007/978-3-642-13089-2_23,1,book-chapter,TRUE
10.48550/arxiv.2008.09795,10.1109/tac.2022.3187379,0.9875,journal-article,TRUE
10.48550/arxiv.1511.06023,10.1016/j.dam.2017.09.012,0.9597,journal-article,FALSE
10.48550/arxiv.2306.02825,10.1109/globecom54140.2023.10437482,1,proceedings-article,TRUE
10.48550/arxiv.1902.06404,10.1109/ciss.2019.8692936,1,proceedings-article,TRUE
10.48550/arxiv.1808.03242,10.1109/jsac.2019.2904361,0.9444,journal-article,FALSE
10.48550/arxiv.2112.14079,10.4995/agt.2023.16662,1,journal-article,TRUE
10.48550/arxiv.1209.2529,10.1016/j.ydbio.2013.09.009,0.9434,journal-article,FALSE
10.48550/arxiv.2201.01683,10.1109/cvpr52688.2022.01542,1,proceedings-article,TRUE
10.48550/arxiv.1709.00121,10.1016/j.jpaa.2017.08.003,1,journal-article,TRUE
10.48550/arxiv.2306.15922,10.1109/tcss.2024.3417184,0.9485,journal-article,FALSE
10.48550/arxiv.2411.13148,10.1109/humanoids58906.2024.10769596,1,proceedings-article,TRUE
10.48550/arxiv.2412.07339,10.1109/tsmc.2025.3559885,1,journal-article,FALSE
10.48550/arxiv.2112.05955,10.1007/s12220-022-00961-9,1,journal-article,TRUE
10.48550/arxiv.2112.05477,10.1007/978-3-031-35883-8_11,0.9773,book-chapter,FALSE
10.48550/arxiv.2012.00468,10.1186/s13635-021-00119-0,1,journal-article,FALSE
10.48550/arxiv.2406.04156,10.1007/978-3-031-70359-1_23,1,book-chapter,FALSE
10.48550/arxiv.1904.07091,10.1609/icaps.v29i1.3554,1,journal-article,TRUE
10.48550/arxiv.cmp-lg/9503007,10.3115/976973.977015,1,proceedings-article,FALSE
10.48550/arxiv.2306.07241,10.1145/3635031,1,journal-article,TRUE
10.48550/arxiv.1901.09948,10.1109/msp.2019.2931595,0.8834,journal-article,FALSE
10.48550/arxiv.1508.06071,10.1016/j.robot.2016.10.010,0.8504,journal-article,FALSE
10.48550/arxiv.1307.0420,10.1080/10586458.2013.840870,1,journal-article,TRUE
10.48550/arxiv.2009.03678,10.1007/s00766-020-00338-w,1,journal-article,TRUE
10.48550/arxiv.1910.04116,10.1214/20-ejp563,1,journal-article,FALSE
10.48550/arxiv.2004.06849,10.1007/s00041-023-09997-z,0.9875,journal-article,TRUE
10.48550/arxiv.hep-ph/9603441,10.1007/s002880050396,1,journal-article,FALSE
10.48550/arxiv.1407.3997,10.1016/j.aim.2015.11.041,1,journal-article,TRUE
10.48550/arxiv.2105.03338,10.1109/pcs50896.2021.9477473,0.9008,proceedings-article,TRUE
10.48550/arxiv.2310.20586,10.1117/12.3011291,1,proceedings-article,TRUE
10.48550/arxiv.math/0510460,10.1017/s0305004107000072,1,journal-article,TRUE
10.48550/arxiv.2001.11786,10.1080/1350486x.2022.2097099,0.9143,journal-article,FALSE
10.48550/arxiv.1811.07830,10.4171/dm/731,1,journal-article,TRUE
10.48550/arxiv.2303.15041,10.1007/s00180-025-01623-4,1,journal-article,FALSE
10.48550/arxiv.2307.06848,10.1007/s10489-025-06573-4,1,journal-article,FALSE
10.48550/arxiv.0802.2975,10.1109/isit.2008.4595347,1,proceedings-article,TRUE
10.48550/arxiv.1910.11411,10.18653/v1/d19-5412,1,proceedings-article,TRUE
10.48550/arxiv.2312.05159,10.23919/ecc64448.2024.10590947,1,proceedings-article,TRUE
10.48550/arxiv.1607.07232,10.1007/978-3-319-67519-0_4,1,book-chapter,TRUE
10.48550/arxiv.2111.06494,10.1609/socs.v12i1.18567,1,journal-article,TRUE
10.48550/arxiv.2303.17791,10.3934/mbe.2023850,0.9366,journal-article,FALSE
10.48550/arxiv.2402.00079,10.1016/j.topol.2024.109184,1,journal-article,FALSE
10.48550/arxiv.2006.05682,10.1007/978-3-030-58610-2_19,1,book-chapter,TRUE
10.48550/arxiv.chao-dyn/9507012,10.2172/90106,1,report,TRUE
10.48550/arxiv.2505.07723,10.1093/mnras/staf789,1,journal-article,FALSE
10.48550/arxiv.2409.17645,10.1103/physrevb.111.075118,1,journal-article,FALSE
10.48550/arxiv.quant-ph/0311191,10.1007/978-94-017-0635-3_16,1,book-chapter,TRUE
10.48550/arxiv.1908.04259,10.1109/lsp.2019.2962997,1,journal-article,TRUE
10.48550/arxiv.astro-ph/0610089,10.1086/505614,0.8785,journal-article,FALSE
10.48550/arxiv.2112.14107,10.1007/s10955-022-03048-5,1,journal-article,TRUE
10.48550/arxiv.math-ph/9910012,10.1142/9789812792617_0194,0.875,book-chapter,TRUE
10.48550/arxiv.2008.05861,10.1007/978-3-030-58520-4_30,1,book-chapter,TRUE
10.48550/arxiv.math/9801034,10.1016/s0166-8641(98)00009-1,1,journal-article,TRUE
10.48550/arxiv.2103.14347,10.1609/aaai.v36i6.20545,1,journal-article,TRUE
10.48550/arxiv.astro-ph/9612083,10.1093/mnras/289.1.136,0.8848,journal-article,FALSE
10.48550/arxiv.quant-ph/0008021,10.1007/978-94-017-1201-9_8,1,book-chapter,FALSE
10.48550/arxiv.1811.02802,10.1007/s10623-020-00734-x,1,journal-article,TRUE
10.48550/arxiv.2402.16818,10.1016/j.disc.2025.114508,1,journal-article,FALSE
10.48550/arxiv.math-ph/0612013,10.1090/s1061-0022-09-01043-7,0.9542,journal-article,FALSE
10.48550/arxiv.2411.14728,10.1109/bigdata62323.2024.10825467,0.9857,proceedings-article,FALSE
10.48550/arxiv.2306.17060,10.1016/j.spa.2023.104267,1,journal-article,TRUE
10.48550/arxiv.math/9812087,10.2969/aspm/02710185,0.875,proceedings-article,FALSE
10.48550/arxiv.1802.04555,10.1109/tcss.2020.2998777,1,journal-article,TRUE
10.48550/arxiv.1409.6961,10.1016/j.jnt.2015.09.008,1,journal-article,TRUE
10.48550/arxiv.1801.08639,10.1002/cpa.21850,1,journal-article,TRUE
10.48550/arxiv.2410.23591,10.1021/acsphotonics.5c00133,1,journal-article,FALSE
10.48550/arxiv.2401.00566,10.1007/s00362-024-01596-4,0.8996,journal-article,FALSE
10.48550/arxiv.1505.06116,10.4171/jncg/212,1,journal-article,TRUE
10.48550/arxiv.1808.07798,10.3390/geosciences8100362,0.9841,journal-article,FALSE
10.48550/arxiv.1502.01174,10.1080/03605302.2017.1286673,1,journal-article,TRUE
10.48550/arxiv.2007.05948,10.1007/978-3-030-58923-3_21,1,book-chapter,TRUE
10.48550/arxiv.2304.08282,10.1109/tbme.2023.3330681,0.9135,journal-article,FALSE
10.48550/arxiv.2201.07111,10.2139/ssrn.4012463,1,journal-article,TRUE
10.48550/arxiv.1511.07541,10.37236/5731,1,journal-article,TRUE
10.48550/arxiv.math/0611557,10.1134/s1064562407040291,1,journal-article,TRUE
10.48550/arxiv.1412.5512,10.46298/dmtcs.2164,0.9464,journal-article,FALSE
10.48550/arxiv.1505.04470,10.1287/moor.2018.0935,0.975,journal-article,TRUE
10.48550/arxiv.1406.4571,10.1142/s0218202515500396,1,journal-article,TRUE
10.48550/arxiv.math/0302339,10.14492/hokmj/1285851920,1,journal-article,FALSE
10.48550/arxiv.2204.07328,10.3390/make4020019,1,journal-article,TRUE
10.48550/arxiv.2412.12886,10.1609/aaai.v39i18.34076,1,journal-article,FALSE
10.48550/arxiv.1608.06847,10.1515/udt-2017-0006,1,journal-article,TRUE
10.48550/arxiv.2211.07104,10.1109/bigdata55660.2022.10020850,1,proceedings-article,TRUE
10.48550/arxiv.1807.10945,10.21437/interspeech.2018-52,1,proceedings-article,TRUE
10.48550/arxiv.2407.19885,10.7546/nntdm.2025.31.1.166-180,0.9572,journal-article,FALSE
10.48550/arxiv.1402.5456,10.1109/isgt-asia.2014.6873879,1,proceedings-article,TRUE
10.48550/arxiv.1801.05383,10.3847/2515-5172/aaa12e,0.875,journal-article,TRUE
10.48550/arxiv.2006.16549,10.1007/s10801-021-01046-6,0.9942,journal-article,FALSE
10.48550/arxiv.1511.03592,10.1145/2897518.2897552,1,proceedings-article,TRUE
10.48550/arxiv.2312.15365,10.1103/physrevlett.132.235201,0.9125,journal-article,FALSE
10.48550/arxiv.1909.06912,10.1017/jsl.2021.83,1,journal-article,TRUE
10.48550/arxiv.1504.03770,10.1007/978-3-319-22324-7_34,0.8864,book-chapter,FALSE
10.48550/arxiv.2409.01284,10.1109/powercon60995.2024.10870536,1,proceedings-article,FALSE
10.48550/arxiv.2010.13391,10.18653/v1/2020.findings-emnlp.326,1,proceedings-article,TRUE
10.48550/arxiv.2403.03347,10.1142/s0218271824500329,1,journal-article,TRUE
10.48550/arxiv.1505.01506,10.1007/jhep08(2015)140,1,journal-article,FALSE
10.48550/arxiv.hep-th/0411267,10.4310/atmp.2004.v8.n6.a4,1,journal-article,TRUE
10.48550/arxiv.2205.00592,10.1134/s2070046622040021,1,journal-article,TRUE
10.48550/arxiv.2202.11006,10.1109/iros47612.2022.9982225,1,proceedings-article,TRUE
10.48550/arxiv.1802.09717,10.1007/s11784-020-00796-3,0.875,journal-article,TRUE
10.48550/arxiv.2311.03946,10.1088/1751-8121/ad469b,0.9597,journal-article,FALSE
10.48550/arxiv.2210.01232,10.1016/j.automatica.2023.111421,1,journal-article,TRUE
10.48550/arxiv.1912.04003,10.1109/tkde.2021.3096670,0.8503,journal-article,FALSE
10.48550/arxiv.1307.3807,10.1016/j.aim.2015.09.003,1,journal-article,TRUE
10.48550/arxiv.1908.10402,10.1609/aaai.v34i04.6176,1,journal-article,TRUE
10.48550/arxiv.2003.03841,10.22323/1.362.0043,0.9167,proceedings-article,FALSE
10.48550/arxiv.cond-mat/0605057,10.1007/s00340-006-2395-7,0.9983,journal-article,TRUE
10.48550/arxiv.2310.02648,10.1109/lra.2023.3266664,1,journal-article,TRUE
10.48550/arxiv.1907.00833,10.1002/mana.201900303,0.9875,journal-article,TRUE
10.48550/arxiv.0805.4100,10.1080/00927870902980354,1,journal-article,TRUE
10.48550/arxiv.1312.3798,10.1007/978-3-662-44140-4_8,1,book-chapter,TRUE
10.48550/arxiv.2302.10824,10.1109/tim.2024.3417597,0.9629,journal-article,FALSE
10.48550/arxiv.2404.09070,10.1016/j.jalgebra.2025.02.042,1,journal-article,FALSE
10.48550/arxiv.2112.02400,10.1007/s00208-022-02378-9,1,journal-article,TRUE
10.48550/arxiv.2005.06587,10.18653/v1/2020.bionlp-1.12,1,proceedings-article,TRUE
10.48550/arxiv.math/0510075,10.4310/mrl.2007.v14.n2.a7,1,journal-article,TRUE
10.48550/arxiv.2104.01461,10.1109/tgcn.2021.3085105,1,journal-article,TRUE
10.48550/arxiv.2004.04006,10.1109/icpr48806.2021.9412642,1,proceedings-article,TRUE
10.48550/arxiv.1810.10370,10.1007/s10884-021-09981-5,0.9875,journal-article,TRUE
10.48550/arxiv.2210.05580,10.1017/prm.2023.87,1,journal-article,TRUE
10.48550/arxiv.1704.06091,10.2206/kyushujm.73.205,1,journal-article,FALSE
10.48550/arxiv.1504.06033,10.1086/682025,0.9593,journal-article,TRUE
10.48550/arxiv.2201.07821,10.1109/ispass55109.2022.00030,1,proceedings-article,TRUE
10.48550/arxiv.1501.06861,10.1103/physrevd.91.105030,1,journal-article,TRUE
10.48550/arxiv.2310.13496,10.1093/mnras/stad3450,1,journal-article,TRUE
10.48550/arxiv.2107.01872,10.1109/cvpr52729.2023.00665,1,proceedings-article,TRUE
10.48550/arxiv.1802.06832,10.1109/icassp.2018.8461983,1,proceedings-article,TRUE
10.48550/arxiv.1908.00224,10.1016/j.indag.2020.05.003,1,journal-article,TRUE
10.48550/arxiv.2306.08073,10.1016/j.jag.2024.103791,0.9808,journal-article,TRUE
10.48550/arxiv.1212.1254,10.4236/apm.2015.511060,0.9376,journal-article,FALSE
10.48550/arxiv.2003.11066,10.1109/wf-iot48130.2020.9221198,1,proceedings-article,TRUE
10.48550/arxiv.math/0309288,10.1307/mmj/1133894167,1,journal-article,TRUE
10.48550/arxiv.2305.11500,10.1103/physreva.109.023113,0.9921,journal-article,TRUE
10.48550/arxiv.1406.7500,10.1142/s2010194515600010,1,journal-article,TRUE
10.48550/arxiv.2102.05513,10.3934/krm.2022028,1,journal-article,TRUE
10.48550/arxiv.0909.1446,10.1214/ejp.v15-742,0.9954,journal-article,FALSE
10.48550/arxiv.astro-ph/0202113,10.1142/9789812777959_0022,0.8685,proceedings-article,FALSE
10.48550/arxiv.2410.04629,10.1039/d4sm01175a,1,journal-article,FALSE
10.48550/arxiv.2005.13839,10.1007/s10231-021-01080-y,1,journal-article,FALSE
10.48550/arxiv.2501.18040,10.3847/1538-4357/adb1c1,0.9271,journal-article,FALSE
10.48550/arxiv.1908.05236,10.1039/c9ra09232c,0.9705,journal-article,FALSE
10.48550/arxiv.2302.12040,10.1080/00927872.2023.2248248,1,journal-article,TRUE
10.48550/arxiv.1702.01181,10.1016/b978-0-12-409548-9.09673-1,1,book-chapter,TRUE
10.48550/arxiv.2312.15901,10.18653/v1/2023.findings-emnlp.356,1,proceedings-article,TRUE
10.48550/arxiv.1302.7146,10.1137/130912001,1,journal-article,TRUE
10.48550/arxiv.cond-mat/9902177,10.1088/0953-8984/11/10a/025,0.9931,journal-article,TRUE
10.48550/arxiv.1903.08109,10.3390/math9172102,0.8977,journal-article,FALSE
10.48550/arxiv.2401.12642,10.1038/s41467-024-52268-8,1,journal-article,FALSE
10.48550/arxiv.1909.12962,10.1109/cvpr42600.2020.00327,1,proceedings-article,TRUE
10.48550/arxiv.2002.05039,10.1109/icassp40776.2020.9054317,1,proceedings-article,TRUE
10.48550/arxiv.0904.3340,10.1109/itwnit.2009.5158578,0.9723,proceedings-article,FALSE
10.48550/arxiv.1603.00150,10.1109/cvpr.2016.613,1,proceedings-article,TRUE
10.48550/arxiv.2112.09559,10.1109/tmc.2022.3188013,1,journal-article,TRUE
10.48550/arxiv.2311.12372,10.1016/j.inffus.2024.102638,1,journal-article,FALSE
10.48550/arxiv.1703.07792,10.1515/cmam-2017-0016,1,journal-article,TRUE
10.48550/arxiv.1809.02687,10.18653/v1/d18-1096,1,proceedings-article,TRUE
10.48550/arxiv.1811.12359,10.1609/aaai.v34i09.7120,0.8965,journal-article,FALSE
10.48550/arxiv.2302.05929,10.1109/tii.2025.3534407,0.868,journal-article,FALSE
10.48550/arxiv.2302.00578,10.1016/j.mtphys.2023.101057,1,journal-article,TRUE
10.48550/arxiv.2108.05764,10.1016/j.jde.2021.12.007,1,journal-article,TRUE
10.48550/arxiv.2006.04998,10.1007/s00330-021-07937-3,0.9992,journal-article,FALSE
10.48550/arxiv.2104.01666,10.18653/v1/2021.naacl-main.83,1,proceedings-article,TRUE
10.48550/arxiv.2312.02848,10.3847/1538-4357/ad499f,1,journal-article,TRUE
10.48550/arxiv.2402.16527,10.1364/ol.519263,0.9972,journal-article,TRUE
10.48550/arxiv.1907.07280,10.1007/s00209-020-02542-4,0.996,journal-article,TRUE
10.48550/arxiv.2311.04004,10.1364/cleo_at.2024.jw2a.62,0.8929,proceedings-article,FALSE
10.48550/arxiv.2210.10331,10.1109/ucc56403.2022.00025,1,proceedings-article,TRUE
10.48550/arxiv.2205.11556,10.1090/ert/675,0.9725,journal-article,FALSE
10.48550/arxiv.1910.11761,10.1109/icassp40776.2020.9054437,1,proceedings-article,TRUE
10.48550/arxiv.math/9907096,10.1007/s002200000359,0.982,journal-article,FALSE
10.48550/arxiv.0910.1383,10.1093/imrn/rnp189,1,journal-article,TRUE
10.48550/arxiv.1112.4180,10.1186/1471-2105-13-329,1,journal-article,TRUE
10.48550/arxiv.1507.04100,10.3934/mcrf.2016013,1,journal-article,TRUE
10.48550/arxiv.1210.1654,10.1112/s0010437x18007030,0.875,journal-article,TRUE
10.48550/arxiv.1011.6447,10.1080/15326349.2011.614198,1,journal-article,TRUE
10.48550/arxiv.1611.00487,10.1016/j.topol.2018.06.012,1,journal-article,TRUE
10.48550/arxiv.math/0512572,10.1007/978-3-540-49858-2_11,0.995,book-chapter,TRUE
10.48550/arxiv.math/0211456,10.4310/mrl.2003.v10.n1.a7,1,journal-article,TRUE
10.48550/arxiv.2207.06929,10.1007/978-3-031-15714-1_21,1,book-chapter,TRUE
10.48550/arxiv.1804.08760,10.1353/obs.2021.0031,0.9875,journal-article,TRUE
10.48550/arxiv.2312.12516,10.1007/jhep02(2024)002,1,journal-article,FALSE
10.48550/arxiv.2105.03037,10.1007/978-3-030-86517-7_5,1,book-chapter,TRUE
10.48550/arxiv.1510.02882,10.1109/dcc.2016.38,1,proceedings-article,TRUE
10.48550/arxiv.math/0701898,10.1007/s11854-010-0005-4,0.9875,journal-article,TRUE
10.48550/arxiv.2002.06911,10.3233/faia200152,1,book-chapter,FALSE
10.48550/arxiv.1503.06424,10.1145/2739482.2768465,0.924,proceedings-article,FALSE
10.48550/arxiv.1705.06368,10.1109/lra.2018.2792152,0.9659,journal-article,TRUE
10.48550/arxiv.1704.02556,10.1109/tpwrs.2017.2772044,1,journal-article,TRUE
10.48550/arxiv.1702.05350,10.1007/s11786-018-0352-6,1,journal-article,FALSE
10.48550/arxiv.1708.02922,10.1109/icca.2016.7505371,0.875,proceedings-article,TRUE
10.48550/arxiv.2203.13977,10.20965/jaciii.2023.p0386,1,journal-article,TRUE
10.48550/arxiv.2207.01138,10.1007/978-3-031-25075-0_12,1,book-chapter,FALSE
10.48550/arxiv.1608.02650,10.1007/978-3-319-53412-1_9,1,book-chapter,TRUE
10.48550/arxiv.1811.05071,10.1109/iros40897.2019.8968190,1,proceedings-article,TRUE
10.48550/arxiv.2005.00929,10.1088/1361-6463/abdefc,0.9497,journal-article,TRUE
10.48550/arxiv.2011.03996,10.2139/ssrn.3724032,0.9917,journal-article,TRUE
10.48550/arxiv.q-alg/9712052,10.1006/aama.1998.0590,0.9145,journal-article,FALSE
10.48550/arxiv.2212.06787,10.1016/j.jat.2025.106161,0.9875,journal-article,FALSE
10.48550/arxiv.1901.06367,10.1002/qute.201900007,1,journal-article,TRUE
10.48550/arxiv.2403.01973,10.12688/openreseurope.17370.2,1,journal-article,TRUE
10.48550/arxiv.1901.06432,10.1109/tgrs.2019.2900582,1,journal-article,TRUE
10.48550/arxiv.1410.6576,10.1007/s12220-017-9821-4,0.9875,journal-article,TRUE
10.48550/arxiv.1803.04859,10.1016/j.spl.2018.11.011,1,journal-article,TRUE
10.48550/arxiv.1905.11659,10.3390/s22155540,0.9875,journal-article,TRUE
10.48550/arxiv.2209.01847,10.1109/icdm54844.2022.00107,1,proceedings-article,TRUE
10.48550/arxiv.math/0101241,10.1515/crll.2002.103,1,journal-article,TRUE
10.48550/arxiv.1204.3203,10.1016/j.ejc.2013.11.001,1,journal-article,TRUE
10.48550/arxiv.2307.01931,10.1109/naps58826.2023.10318776,1,proceedings-article,TRUE
10.48550/arxiv.2302.13491,10.1016/j.commatsci.2023.112720,0.9533,journal-article,FALSE
10.48550/arxiv.1205.5511,10.2140/pjm.2012.257.9,1,journal-article,TRUE
10.48550/arxiv.1510.08362,10.1103/physreve.94.060701,0.8993,journal-article,FALSE
10.48550/arxiv.2306.08428,10.21468/scipostphyscore.7.3.057,0.9102,journal-article,FALSE
10.48550/arxiv.2302.10151,10.1088/1402-4896/ad2e55,1,journal-article,TRUE
10.48550/arxiv.2206.02523,10.1002/nme.7182,1,journal-article,FALSE
10.48550/arxiv.dg-ga/9705006,10.1090/s0002-9939-99-04867-4,1,journal-article,FALSE
10.48550/arxiv.1801.00581,10.1007/s00010-019-00641-0,1,journal-article,TRUE
10.48550/arxiv.2109.13090,10.1609/aaai.v36i6.20640,1,journal-article,TRUE
10.48550/arxiv.math/0410329,10.1016/b978-044451452-3/50007-1,1,book-chapter,FALSE
10.48550/arxiv.2205.01788,10.1142/s0219061323500083,1,journal-article,TRUE
10.48550/arxiv.1301.4093,10.1007/s10231-013-0336-8,1,journal-article,FALSE
10.48550/arxiv.1207.5680,10.1137/120885875,1,journal-article,TRUE
10.48550/arxiv.1008.0502,10.1093/comjnl/bxq075,0.9783,journal-article,TRUE
10.48550/arxiv.2504.20672,10.1051/0004-6361/202555074,0.9891,journal-article,FALSE
10.48550/arxiv.1805.06511,10.1109/icassp.2018.8461997,1,proceedings-article,TRUE
10.48550/arxiv.2311.16062,10.1145/3639285,1,journal-article,TRUE
10.48550/arxiv.2008.07099,10.1017/fmp.2022.1,1,journal-article,TRUE
10.48550/arxiv.math/0501417,10.1142/s0218196701000516,0.875,journal-article,TRUE
10.48550/arxiv.1908.11424,10.1016/j.actamat.2019.11.012,1,journal-article,TRUE
10.48550/arxiv.1810.06333,10.1016/j.ins.2019.10.028,1,journal-article,TRUE
10.48550/arxiv.2308.04924,10.3847/1538-4357/acf5dc,0.9954,journal-article,TRUE
10.48550/arxiv.0806.3958,10.3360/dis.2008.180,0.9861,proceedings-article,TRUE
10.48550/arxiv.1009.5833,10.22323/1.106.0013,1,proceedings-article,TRUE
10.48550/arxiv.2311.16051,10.1145/3610977.3634921,1,proceedings-article,TRUE
10.48550/arxiv.1912.11032,10.1109/icra40945.2020.9197468,1,proceedings-article,TRUE
10.48550/arxiv.1101.2330,10.1007/s00493-015-2804-9,0.875,journal-article,TRUE
10.48550/arxiv.1004.4826,10.1109/vetecf.2011.6093058,0.95,proceedings-article,TRUE
10.48550/arxiv.2304.03545,10.1073/pnas.2307304121,1,journal-article,TRUE
10.48550/arxiv.2401.03239,10.1007/s11135-024-01950-6,1,journal-article,FALSE
10.48550/arxiv.1704.08016,10.1137/17m1124255,1,journal-article,TRUE
10.48550/arxiv.1307.1068,10.1093/imanum/dru018,1,journal-article,TRUE
10.48550/arxiv.1902.05771,10.1109/radioelek.2019.8733575,1,proceedings-article,TRUE
10.48550/arxiv.1804.03003,10.1007/s10714-023-03129-0,0.875,journal-article,FALSE
10.48550/arxiv.q-bio/0604005,10.1529/biophysj.106.086157,1,journal-article,TRUE
10.48550/arxiv.1901.09556,10.1109/access.2019.2937915,0.9118,journal-article,FALSE
10.48550/arxiv.q-bio/0401016,10.1137/030602800,0.9976,journal-article,TRUE
10.48550/arxiv.1311.6151,10.1007/s00285-013-0747-6,1,journal-article,TRUE
10.48550/arxiv.2007.02922,10.1007/s00153-023-00864-8,0.9875,journal-article,TRUE
10.48550/arxiv.2311.13611,10.1002/advs.202400261,1,journal-article,TRUE
