input_doi,matched_doi
10.48550/arxiv.1012.0472,10.1103/physrevb.83.060414
10.48550/arxiv.0901.3034,10.1051/0004-6361/200810904
10.48550/arxiv.hep-th/0606082,
10.48550/arxiv.1611.05758,10.1126/science.aaf6807
10.48550/arxiv.1611.08613,10.1007/jhep08(2017)141
10.48550/arxiv.2102.08415,10.1109/isgt49243.2021.9372159
10.48550/arxiv.0906.3463,10.1103/physrevc.80.014904
10.48550/arxiv.astro-ph/0512194,10.1111/j.1745-3933.2006.00135.x
10.48550/arxiv.cond-mat/0602681,10.1103/physrevb.73.125114
10.48550/arxiv.1707.00301,10.1093/mnras/stx1678
10.48550/arxiv.astro-ph/9805140,10.1007/978-3-540-49460-7_3
10.48550/arxiv.2106.03698,10.1140/epje/s10189-021-00046-5
10.48550/arxiv.math-ph/0506072,10.1088/0305-4470/38/42/003
10.48550/arxiv.hep-ph/9409337,10.1016/0370-2693(94)01356-h
10.48550/arxiv.1102.2340,10.1088/1475-7516/2011/04/005
10.48550/arxiv.1709.07043,10.1364/cleo_qels.2018.ff2l.7
10.48550/arxiv.1507.00525,10.1109/tro.2009.2019886
10.48550/arxiv.hep-th/9704090,10.1007/s002200050333
10.48550/arxiv.1008.4428,10.1103/physreva.83.013625
10.48550/arxiv.2401.01930,10.1007/jhep02(2024)174
10.48550/arxiv.nucl-th/9608028,10.1016/s0370-2693(96)80001-3
10.48550/arxiv.1910.11218,10.13053/cys-23-3-3265
10.48550/arxiv.1802.09325,10.1112/jlms.12221
10.48550/arxiv.2008.00583,10.46298/lmcs-17(3:16)2021
10.48550/arxiv.hep-th/9807180,10.1088/0305-4470/32/12/017
10.48550/arxiv.hep-ph/0102045,
10.48550/arxiv.1708.02878,10.1007/s11005-018-1062-3
10.48550/arxiv.0911.5408,10.1063/1.3475156
10.48550/arxiv.2208.08450,10.1093/mnras/stac2391
10.48550/arxiv.astro-ph/9812294,10.1086/307234
10.48550/arxiv.0810.2209,10.1142/s021827180901442x
10.48550/arxiv.cond-mat/0403534,10.1088/0953-8984/16/50/005
10.48550/arxiv.cond-mat/9611088,10.1103/physrevb.55.10661
10.48550/arxiv.cond-mat/9911219,10.1088/0268-1242/14/9/314
10.48550/arxiv.2301.02259,10.1007/jhep07(2023)122
10.48550/arxiv.0709.3982,10.1088/1742-5468/2007/11/p11015
10.48550/arxiv.2502.03889,10.1063/5.0253282
10.48550/arxiv.2006.12600,10.22541/au.159324852.27178399
10.48550/arxiv.2103.16008,10.1016/j.joi.2021.101154
10.48550/arxiv.1809.05129,10.1007/jhep01(2019)103
10.48550/arxiv.1412.1694,10.1103/physrevlett.114.016405
10.48550/arxiv.2401.03521,10.1364/oe.520438
10.48550/arxiv.1904.12854,10.1093/mnras/staa211
10.48550/arxiv.2410.03690,10.1109/uemcon62879.2024.10754763
10.48550/arxiv.hep-ph/0512304,10.1088/1126-6708/2006/11/018
10.48550/arxiv.astro-ph/0403608,10.1086/422841
10.48550/arxiv.2303.07339,10.1093/mnras/stad2659
10.48550/arxiv.1708.08798,10.1063/1.5002094
10.48550/arxiv.cond-mat/9606223,10.1103/physrevlett.78.3983
10.48550/arxiv.2209.02074,10.1007/jhep12(2022)056
10.48550/arxiv.2006.09975,10.1080/03610926.2013.823207
10.48550/arxiv.1402.5979,10.1007/s11554-015-0492-8
10.48550/arxiv.1906.09101,10.1016/j.physletb.2019.134854
10.48550/arxiv.1904.12815,10.1103/physrevd.100.114023
10.48550/arxiv.2103.01962,10.3847/2041-8213/ac024e
10.48550/arxiv.2307.02781,10.1093/biomtc/ujae131
10.48550/arxiv.1701.01460,10.1007/s00013-017-1114-4
10.48550/arxiv.1510.03433,10.1007/jhep12(2015)029
10.48550/arxiv.hep-ph/0606304,10.1103/physrevd.75.014023
10.48550/arxiv.hep-th/9710102,10.1016/s0920-5632(98)00169-8
10.48550/arxiv.2204.02756,10.1103/physrevd.105.114513
10.48550/arxiv.2010.06255,10.1109/mgrs.2021.3072992
10.48550/arxiv.1507.08882,10.1103/physrevd.92.065024
10.48550/arxiv.2003.01353,10.1029/2020ea001471
10.48550/arxiv.2402.11179,10.2139/ssrn.4807641
10.48550/arxiv.1808.07078,10.3847/1538-4357/ab01fd
10.48550/arxiv.1002.1695,10.1007/s00220-011-1204-2
10.48550/arxiv.1012.0490,10.1142/s0129065711002742
10.48550/arxiv.2412.06752,10.1021/acsnano.4c10223
10.48550/arxiv.nucl-th/0607025,10.1063/1.2218236
10.48550/arxiv.2201.13449,10.1016/j.nuclphysa.2022.122451
10.48550/arxiv.1207.6258,10.1103/physrevd.86.103007
10.48550/arxiv.1703.02525,10.1007/jhep12(2017)078
10.48550/arxiv.0901.1950,10.1088/1126-6708/2009/11/040
10.48550/arxiv.1504.04288,
10.48550/arxiv.2008.08629,
10.48550/arxiv.cond-mat/0509538,10.1063/1.2171782
10.48550/arxiv.cond-mat/9806132,10.1103/physrevb.59.10980
10.48550/arxiv.1011.2905,10.1214/09-aoas317
10.48550/arxiv.1009.5287,10.1038/nphys1821
10.48550/arxiv.2206.02584,10.1109/mits.2022.3181557
10.48550/arxiv.1407.6157,10.1051/0004-6361/201424231
10.48550/arxiv.2102.13215,10.1140/epjd/s10053-022-00440-4
10.48550/arxiv.1412.3867,10.1103/physreva.91.053851
10.48550/arxiv.1608.02603,10.1103/physrevd.94.054029
10.48550/arxiv.2205.12773,10.1103/physrevd.106.054036
10.48550/arxiv.1512.08941,10.1051/epjconf/201611305008
10.48550/arxiv.1704.06202,10.1038/s41928-018-0058-4
10.48550/arxiv.1304.4612,10.1103/physrevb.87.214201
10.48550/arxiv.1008.4170,10.22323/1.100.0051
10.48550/arxiv.1011.1554,10.1016/j.physletb.2011.01.033
10.48550/arxiv.2005.03317,10.1051/0004-6361/202037899
10.48550/arxiv.hep-ph/9809556,10.1142/s0217732399000493
10.48550/arxiv.nucl-th/9705020,10.1103/physrevc.57.r479
10.48550/arxiv.hep-lat/0601008,
10.48550/arxiv.1612.05961,10.1051/epjconf/201713705004
10.48550/arxiv.1607.08208,10.1103/physrevd.95.123511
10.48550/arxiv.1310.7395,10.1007/s10714-015-1858-8
10.48550/arxiv.math-ph/0204029,10.1063/1.1483376
10.48550/arxiv.0803.4180,10.1103/physrevd.78.036003
10.48550/arxiv.1608.03069,10.1007/s11222-017-9773-3
10.48550/arxiv.1605.04309,10.1051/0004-6361/201527971
10.48550/arxiv.astro-ph/9712025,10.1051/aas:1998365
10.48550/arxiv.1810.09605,10.1016/j.infsof.2019.04.013
10.48550/arxiv.2402.01071,10.14778/3681954.3682014
10.48550/arxiv.1809.08384,10.2969/jmsj/82278227
10.48550/arxiv.astro-ph/0411394,10.1103/physrevlett.94.161301
10.48550/arxiv.1608.06396,10.1021/acs.jctc.6b00809
10.48550/arxiv.1003.0626,10.1051/0004-6361/200913785
10.48550/arxiv.hep-ph/0302190,10.1016/s0370-2693(03)00331-9
10.48550/arxiv.1610.02282,10.1103/physreve.95.012402
10.48550/arxiv.1603.04215,10.3329/jsr.v8i2.25057
10.48550/arxiv.1710.07936,10.1088/1742-5468/aab50e
10.48550/arxiv.1910.05410,10.3390/app10041430
10.48550/arxiv.1009.2606,10.1088/1367-2630/13/11/113021
10.48550/arxiv.2112.08057,10.3389/fchem.2021.754487
10.48550/arxiv.astro-ph/0410655,10.1086/426933
10.48550/arxiv.1606.08935,10.1088/1361-6544/aa6d93
10.48550/arxiv.1607.02490,10.1117/12.2231707
10.48550/arxiv.1511.02114,10.1088/2399-6528/aab8e0
10.48550/arxiv.1910.03710,10.1093/mnras/stz2858
