input_doi,matched_doi,confidence
10.48550/arxiv.1810.11776,10.1073/pnas.1905688116,0.9412
10.48550/arxiv.1703.05371,10.1103/physrevlett.120.111301,0.9523
10.48550/arxiv.hep-th/0702090,10.1088/1126-6708/2007/04/071,1.0000
10.48550/arxiv.2203.16396,10.1109/tcns.2022.3226951,0.9838
10.48550/arxiv.1206.3051,10.1103/physrevlett.110.037402,0.8469
10.48550/arxiv.hep-ph/9408244,10.1088/0954-3899/21/2/003,0.8824
10.48550/arxiv.2110.05547,10.1103/physrevd.105.046014,1.0000
10.48550/arxiv.2103.11282,10.1007/s10846-018-0916-3,0.8824
10.48550/arxiv.1410.7641,,
10.48550/arxiv.physics/0608113,10.1117/12.528991,0.8824
10.48550/arxiv.math/0302199,10.1002/mma.457,1.0000
10.48550/arxiv.2407.02889,10.1088/1361-6382/adbda5,1.0000
10.48550/arxiv.2302.12365,10.1007/s10474-023-01364-0,1.0000
10.48550/arxiv.1812.00710,10.1090/tran/7766,1.0000
10.48550/arxiv.2410.06149,10.1145/3581783.3611851,0.8824
10.48550/arxiv.hep-ph/9708303,10.1103/physrevlett.80.22,0.9322
10.48550/arxiv.1301.5559,10.1051/0004-6361/201321215,1.0000
10.48550/arxiv.2111.12100,10.21468/scipostphys.13.3.062,1.0000
10.48550/arxiv.1604.02037,10.1103/physrevd.94.015023,1.0000
10.48550/arxiv.1212.6438,10.1103/physrevb.88.125402,0.9641
10.48550/arxiv.2108.07657,10.7554/elife.82435,1.0000
10.48550/arxiv.2102.01680,10.1007/jhep03(2021)262,1.0000
10.48550/arxiv.0911.5669,10.1103/physrevb.81.064113,0.8160
10.48550/arxiv.hep-ph/0401041,10.1016/j.nuclphysb.2004.02.006,0.9409
10.48550/arxiv.1503.05094,10.1103/physreve.91.032145,1.0000
10.48550/arxiv.1307.5850,10.1103/physrevlett.112.162001,0.9922
10.48550/arxiv.1003.5018,10.1007/jhep11(2010)016,1.0000
10.48550/arxiv.1906.05292,10.1103/physrevb.102.195150,1.0000
10.48550/arxiv.1808.04675,10.1088/1742-6596/1113/1/012002,1.0000
10.48550/arxiv.1401.5370,10.1016/j.jfa.2014.06.017,1.0000
10.48550/arxiv.2401.12491,10.1007/s11633-025-1546-4,0.8443
10.48550/arxiv.cond-mat/9507057,10.1209/0295-5075/32/5/001,0.8782
10.48550/arxiv.2304.10090,,
10.48550/arxiv.1906.11394,10.1109/tit.2022.3170846,0.9882
10.48550/arxiv.2204.08004,10.1016/j.pacs.2022.100387,0.8000
10.48550/arxiv.cond-mat/0703311,10.1117/12.717685,1.0000
10.48550/arxiv.1212.3728,10.1063/1.4829766,1.0000
10.48550/arxiv.2111.01151,10.1093/mnras/stab3195,1.0000
10.48550/arxiv.1511.06592,10.1103/physreva.93.062325,1.0000
10.48550/arxiv.physics/0007087,10.1103/physreve.63.031915,0.9581
10.48550/arxiv.1701.08230,10.1145/3097983.3098095,1.0000
10.48550/arxiv.quant-ph/9810094,10.1103/physreva.59.3868,1.0000
10.48550/arxiv.1406.1894,10.3116/16091833/15/3/123/2014,1.0000
10.48550/arxiv.2102.08252,10.1093/mnras/stab530,1.0000
10.48550/arxiv.2006.11105,10.7717/peerj-cs.398,1.0000
10.48550/arxiv.1306.6190,10.1103/physreve.88.013010,1.0000
10.48550/arxiv.2405.10627,10.1063/5.0219405,0.9272
10.48550/arxiv.2107.09356,10.1109/saupec/robmech/prasa52254.2021.9377018,1.0000
10.48550/arxiv.0806.1441,10.1103/physrevb.78.024513,0.9533
10.48550/arxiv.1904.06504,10.1109/lra.2019.2961227,1.0000
10.48550/arxiv.1703.09870,10.1080/00029890.2018.1390370,1.0000
10.48550/arxiv.1606.06658,10.1080/07474946.2016.1275512,1.0000
10.48550/arxiv.hep-ph/9906276,10.1016/s0550-3213(99)00812-3,1.0000
10.48550/arxiv.cond-mat/0612087,10.1103/physrevlett.98.207001,0.9966
10.48550/arxiv.2110.13667,10.1017/jsl.2022.82,0.8958
10.48550/arxiv.astro-ph/0203307,10.1046/j.1365-8711.2002.05507.x,1.0000
10.48550/arxiv.2110.07018,10.1145/3519939.3523713,1.0000
10.48550/arxiv.astro-ph/0506417,10.1088/0143-0807/27/3/012,1.0000
10.48550/arxiv.2209.05499,10.3847/1538-4357/acacf2,1.0000
10.48550/arxiv.1105.0316,10.1364/ol.36.002716,0.9945
10.48550/arxiv.2311.10411,10.1109/dcas57389.2023.10130264,1.0000
10.48550/arxiv.1803.05545,10.1103/physrevapplied.10.044046,0.9960
10.48550/arxiv.1905.06628,10.1016/j.physe.2020.114040,0.8828
10.48550/arxiv.1910.01673,10.1103/physrevd.101.026018,1.0000
10.48550/arxiv.2107.00589,10.1016/j.jpaa.2021.106996,1.0000
10.48550/arxiv.1308.4766,10.1088/0004-637x/776/2/106,1.0000
10.48550/arxiv.2111.09717,10.1090/tran/8745,0.8332
10.48550/arxiv.2206.13770,10.1051/0004-6361/202243399,0.9796
10.48550/arxiv.2301.07959,10.1103/physreve.107.054303,1.0000
10.48550/arxiv.quant-ph/0211022,,
10.48550/arxiv.cond-mat/9806191,10.1103/physrevb.60.40,1.0000
10.48550/arxiv.1504.03297,10.1016/j.jat.2015.03.005,1.0000
10.48550/arxiv.0901.4837,10.1103/physrevd.79.043008,1.0000
10.48550/arxiv.gr-qc/0307074,10.1088/1475-7516/2004/02/001,1.0000
10.48550/arxiv.2403.03750,,
10.48550/arxiv.1808.03684,,
10.48550/arxiv.2108.08500,10.1007/s00366-022-01617-6,1.0000
10.48550/arxiv.cond-mat/9911189,10.1103/physrevb.62.1039,1.0000
10.48550/arxiv.2307.02186,10.1093/mnras/stad2340,1.0000
10.48550/arxiv.1310.0922,10.1103/physreva.89.013844,0.9710
10.48550/arxiv.1106.5497,10.1088/2041-8205/737/1/l1,0.9468
10.48550/arxiv.0911.1325,10.1142/s179304211100423x,1.0000
10.48550/arxiv.q-alg/9701016,10.1007/s002200050430,1.0000
10.48550/arxiv.0905.2773,10.1007/s10231-010-0139-0,1.0000
10.48550/arxiv.2208.04864,10.1103/physrevb.106.195111,1.0000
10.48550/arxiv.1706.06550,10.1103/physrevd.96.114510,1.0000
10.48550/arxiv.0711.2951,10.1021/nl801203c,1.0000
10.48550/arxiv.cond-mat/9212032,10.1088/0953-8984/5/10/006,0.8754
10.48550/arxiv.1005.4219,10.1364/oe.18.027511,1.0000
10.48550/arxiv.1201.4674,10.1051/0004-6361/201218849,0.9646
10.48550/arxiv.2003.14039,,
10.48550/arxiv.1712.07927,10.1016/j.nuclphysb.2018.08.016,1.0000
10.48550/arxiv.2102.09746,10.1007/jhep05(2021)047,1.0000
10.48550/arxiv.1403.0160,10.1103/physrevc.89.044317,1.0000
10.48550/arxiv.quant-ph/0402087,10.1103/physrevlett.93.130501,1.0000
10.48550/arxiv.1210.1357,10.1016/j.physd.2013.03.002,1.0000
10.48550/arxiv.hep-lat/9711046,10.1016/s0920-5632(97)00470-2,0.8890
10.48550/arxiv.1211.1873,10.1063/1.4775806,0.9195
10.48550/arxiv.cond-mat/0106446,10.1103/physrevb.66.075317,0.9037
10.48550/arxiv.astro-ph/0510516,10.1051/0004-6361:20053415,1.0000
10.48550/arxiv.1008.1369,10.1103/physrevlett.105.250502,0.9686
10.48550/arxiv.cond-mat/0112110,10.1073/pnas.122653799,1.0000
10.48550/arxiv.gr-qc/0112013,10.1103/physrevd.66.062002,1.0000
10.48550/arxiv.quant-ph/9807025,10.1088/0305-4470/32/11/010,1.0000
10.48550/arxiv.2412.08193,10.1145/3701716.3715462,1.0000
10.48550/arxiv.1202.5123,10.5802/aif.2879,0.8902
10.48550/arxiv.2209.11662,10.1051/epjconf/202227407003,0.9365
10.48550/arxiv.1812.07426,,
10.48550/arxiv.1509.04621,,
10.48550/arxiv.1605.08259,10.1103/physreve.94.062107,1.0000
10.48550/arxiv.2003.00702,10.1007/jhep07(2020)032,1.0000
10.48550/arxiv.0911.0173,10.1146/annurev-conmatphys-070909-104019,1.0000
10.48550/arxiv.1105.2486,10.1088/1367-2630/13/8/083020,1.0000
10.48550/arxiv.1305.1553,10.1103/physrevb.87.245437,1.0000
10.48550/arxiv.hep-ph/0607305,10.1103/physrevd.75.014016,0.8572
10.48550/arxiv.2307.06756,10.1109/tc.2024.3377891,0.9175
10.48550/arxiv.cond-mat/0101443,10.1103/physrevb.63.241301,0.9923
10.48550/arxiv.2007.08121,10.1145/3411498.3419966,1.0000
10.48550/arxiv.1512.03439,10.1093/mnras/stw434,1.0000
10.48550/arxiv.0806.1568,10.1016/j.jmmm.2010.02.043,0.8397
10.48550/arxiv.1405.2043,10.1103/physrevb.91.115118,1.0000
10.48550/arxiv.1802.10391,10.1016/j.jallcom.2016.03.238,0.8824
10.48550/arxiv.2305.09714,10.1093/mnras/stad1470,1.0000
10.48550/arxiv.1401.6814,10.1016/j.jssc.2014.01.035,1.0000
10.48550/arxiv.1403.2776,10.1002/lpor.201300126,0.8824
10.48550/arxiv.1607.03521,10.1103/physrevb.94.125123,1.0000
10.48550/arxiv.hep-ph/0007308,10.1063/1.1345282,1.0000
10.48550/arxiv.cond-mat/0110090,10.1142/s0129183102003693,0.8824
10.48550/arxiv.astro-ph/9910523,10.1086/301229,1.0000
10.48550/arxiv.cond-mat/0502293,10.1088/1742-5468/2005/03/p03004,1.0000
10.48550/arxiv.2007.06892,10.1145/3339186.3339199,0.8824
10.48550/arxiv.hep-ph/0212401,10.1142/9789812704269_0036,0.8824
10.48550/arxiv.1712.00488,10.1016/j.orgel.2017.11.020,1.0000
10.48550/arxiv.cond-mat/0201512,10.1103/physrevb.65.220514,0.9638
10.48550/arxiv.2502.09211,10.4204/eptcs.416.2,1.0000
10.48550/arxiv.2303.06986,10.3233/fi-242185,1.0000
10.48550/arxiv.1811.11800,10.1007/s00162-019-00499-7,1.0000
10.48550/arxiv.2209.01463,10.1007/s10701-023-00678-x,1.0000
10.48550/arxiv.nucl-th/0308081,10.1140/epja/i2003-10221-1,0.9846
10.48550/arxiv.1210.7200,10.22323/1.146.0099,0.8529
10.48550/arxiv.2203.13674,10.1109/tpami.2024.3361671,0.9209
10.48550/arxiv.cond-mat/0401525,10.1103/physrevb.70.060102,1.0000
10.48550/arxiv.1905.10207,10.1088/1475-7516/2019/09/031,1.0000
10.48550/arxiv.astro-ph/0504581,10.1086/491614,1.0000
10.48550/arxiv.cond-mat/0101357,10.1103/physreve.64.031502,1.0000
10.48550/arxiv.1705.08852,10.1007/s11433-017-9119-8,1.0000
10.48550/arxiv.cond-mat/0206078,10.1103/physreve.66.046134,0.9513
10.48550/arxiv.2309.09224,10.1109/lra.2024.3504232,1.0000
10.48550/arxiv.hep-ph/9612363,10.1103/physrevlett.78.3626,1.0000
10.48550/arxiv.1704.06222,10.1007/jhep07(2017)143,0.9891
10.48550/arxiv.2008.03792,10.1142/s0218271824500639,0.9765
10.48550/arxiv.1306.6884,10.1021/ct400687b,1.0000
10.48550/arxiv.hep-ph/9707350,10.1007/s100529800778,0.9820
10.48550/arxiv.1311.0006,10.1088/0004-637x/779/1/12,1.0000
10.48550/arxiv.physics/9904062,10.1103/physrevlett.82.5293,0.9911
10.48550/arxiv.2010.01601,10.1051/0004-6361/202038516,1.0000
10.48550/arxiv.2306.12815,10.1103/physrevd.108.034015,0.8377
10.48550/arxiv.0809.3879,10.1016/j.nuclphysbps.2008.12.066,1.0000
10.48550/arxiv.0712.1893,10.1103/physrevb.77.075412,1.0000
10.48550/arxiv.1112.2390,10.1088/1742-6596/360/1/012017,1.0000
10.48550/arxiv.2108.02862,,
10.48550/arxiv.1704.08912,10.1063/1.4991479,1.0000
10.48550/arxiv.2007.13038,10.1364/oe.412009,1.0000
10.48550/arxiv.hep-lat/9509042,10.1016/0920-5632(96)00154-5,1.0000
10.48550/arxiv.0911.3323,10.1016/j.respol.2007.02.010,0.8824
10.48550/arxiv.1604.07202,10.1145/2832987.2833083,0.8824
10.48550/arxiv.1711.02697,10.1007/jhep10(2018)050,1.0000
10.48550/arxiv.hep-th/9509014,10.1142/s0217732396001314,0.8824
10.48550/arxiv.astro-ph/0303160,10.1103/physrevd.67.087302,1.0000
10.48550/arxiv.1609.02276,10.1103/physrevb.94.201103,0.9742
10.48550/arxiv.1405.5929,10.1007/s12539-013-0061-4,1.0000
10.48550/arxiv.1803.09571,10.1016/j.infsof.2018.06.013,1.0000
10.48550/arxiv.1706.05351,10.1051/0004-6361/201731020,1.0000
10.48550/arxiv.1903.04817,10.1093/mnrasl/slz036,0.9636
10.48550/arxiv.0910.0860,10.1016/j.physletb.2010.09.015,1.0000
10.48550/arxiv.hep-th/0512133,10.1016/j.nuclphysb.2006.06.022,1.0000
10.48550/arxiv.1011.2801,10.1142/9789814329033_0072,1.0000
10.48550/arxiv.nucl-th/0610076,10.1016/j.nuclphysa.2007.03.151,0.8963
10.48550/arxiv.0901.0300,10.1112/jlms/jdq106,0.9020
10.48550/arxiv.physics/0406016,10.1063/1.1874577,0.9346
10.48550/arxiv.1402.3161,10.1088/0004-637x/785/2/157,1.0000
10.48550/arxiv.1009.4341,10.1088/0004-637x/725/1/1242,1.0000
10.48550/arxiv.astro-ph/0401068,10.1093/pasj/56.2.341,1.0000
10.48550/arxiv.0708.4129,10.1088/1126-6708/2007/09/097,1.0000
10.48550/arxiv.1706.00348,10.1103/physrevlett.119.210601,1.0000
10.48550/arxiv.2110.11952,10.1016/j.cor.2021.105281,1.0000
10.48550/arxiv.cond-mat/0701546,10.1103/physreva.76.013822,1.0000
10.48550/arxiv.1201.3295,10.1142/s0129055x13500086,1.0000
10.48550/arxiv.0807.2895,10.1016/j.nima.2008.01.101,1.0000
10.48550/arxiv.1806.09643,10.1103/physrevlett.121.030601,1.0000
10.48550/arxiv.1506.06944,10.1103/physrevb.92.064424,0.8051
10.48550/arxiv.cond-mat/0701550,10.1103/physrevb.76.054408,1.0000
10.48550/arxiv.2102.11678,10.31577/cai_2021_3_575,1.0000
10.48550/arxiv.2405.11543,10.1177/1081286518762620,0.8824
10.48550/arxiv.1606.08519,10.1175/jcli-d-16-0455.1,1.0000
10.48550/arxiv.1610.04792,10.1093/mnras/stw2676,0.9873
10.48550/arxiv.1611.03156,10.1088/0953-8984/28/23/236004,1.0000
10.48550/arxiv.1508.00811,10.1088/1742-5468/2016/03/033116,0.9925
10.48550/arxiv.1406.3963,10.1103/physrevlett.114.060405,1.0000
10.48550/arxiv.1103.3916,10.1142/s1793042113500395,0.9615
10.48550/arxiv.1411.6108,10.1063/1.4901128,1.0000
10.48550/arxiv.1705.00812,10.1007/s10208-018-9385-0,1.0000
10.48550/arxiv.2310.08087,10.1109/camad59638.2023.10478391,1.0000
10.48550/arxiv.0802.2789,10.1088/1742-5468/2008/04/p04024,1.0000
10.48550/arxiv.2111.06882,10.1103/physrevd.106.103010,0.9963
10.48550/arxiv.2103.07117,10.1016/j.eswa.2022.119488,1.0000
10.48550/arxiv.1704.02406,10.1017/nws.2018.28,1.0000
10.48550/arxiv.1104.5017,10.1103/physrevb.84.054432,0.8575
10.48550/arxiv.0906.0385,10.1112/blms/bdq110,1.0000
10.48550/arxiv.1507.02938,10.1039/c5sm00687b,0.9973
10.48550/arxiv.1312.5027,10.1063/1.4895435,0.8879
10.48550/arxiv.2205.01036,10.1088/0305-4470/31/11/015,0.8824
10.48550/arxiv.1010.1860,10.1007/jhep01(2011)141,1.0000
10.48550/arxiv.0807.0650,10.1016/j.nuclphysbps.2009.03.013,0.8700
10.48550/arxiv.1806.03389,10.1063/1.5043428,1.0000
10.48550/arxiv.0912.4411,10.1016/j.ejc.2010.05.008,1.0000
10.48550/arxiv.0804.1278,10.1088/0264-9381/25/23/235015,0.9977
10.48550/arxiv.2001.09319,10.1103/physrevresearch.2.023206,1.0000
10.48550/arxiv.1107.4868,10.1214/10-aoas446,1.0000
10.48550/arxiv.1807.00631,10.1088/1402-4896/aadd72,1.0000
10.48550/arxiv.2001.07604,10.1088/1402-4896/ac8200,1.0000
10.48550/arxiv.1307.6586,10.1088/0004-637x/781/1/1,0.9140
10.48550/arxiv.1706.10221,10.1137/17m1136924,1.0000
10.48550/arxiv.1012.2747,10.1007/jhep02(2011)008,1.0000
10.48550/arxiv.hep-th/9504104,10.1016/0550-3213(95)00330-u,0.9623
10.48550/arxiv.1805.02391,10.1112/topo.12063,0.9341
10.48550/arxiv.1909.02696,,
10.48550/arxiv.1707.07959,10.7554/elife.25773,1.0000
10.48550/arxiv.2410.17763,10.1088/1361-6382/adb23c,0.9963
10.48550/arxiv.1406.1899,10.1088/0266-5611/30/12/125005,0.9815
10.48550/arxiv.2012.04983,10.1016/j.patcog.2021.108421,1.0000
10.48550/arxiv.hep-ph/0101130,10.1088/1126-6708/2003/03/052,0.9650
10.48550/arxiv.cond-mat/0501574,10.1016/j.physb.2004.12.049,0.8585
10.48550/arxiv.1702.07523,10.1016/j.astropartphys.2017.02.007,0.9905
10.48550/arxiv.2407.04065,10.1109/tse.2025.3533972,1.0000
10.48550/arxiv.1205.0351,10.1214/13-aap971,1.0000
10.48550/arxiv.1809.04165,10.1063/1.5062168,0.9864
10.48550/arxiv.1808.08417,10.1007/978-3-030-02825-1_6,1.0000
